RecordedDate,RecordedTime,RecordLocation,Radiation,Temperature,Pressure,Humidity,WindDirection,WindSpeed,TimeSunRise,TimeSunSet
9/29/16,8:10:19,Wordify Camimbo,478.48,60,30.45,40,17.86,3.37,6:13:00,18:13:00
9/29/16,8:05:18,Youspan Brightdog,458.27,59,30.45,40,74.63,1.12,6:13:00,18:13:00
9/29/16,8:00:24,Meembee Oozz,438.05,59,30.45,45,64.84,2.25,6:13:00,18:13:00
9/29/16,7:55:19,Realbuzz BlogXS,416.28,60,30.44,30,53.32,5.62,6:13:00,18:13:00
9/29/16,7:50:19,Mynte Brainlounge,395.14,59,30.44,31,75.7,3.37,6:13:00,18:13:00
9/29/16,7:45:20,Zazio Ailane Youfeed,373.7,58,30.44,34,58.43,2.25,6:13:00,18:13:00
9/29/16,7:40:19,Voomm Topdrive Meemm,352.56,57,30.43,34,113.5,1.12,6:13:00,18:13:00
9/29/16,7:30:21,Quatz Riffpath,305.78,54,30.43,38,146.52,1.12,6:13:00,18:13:00
9/29/16,7:25:21,Twitterlist Jabbersphere,278.29,52,30.43,42,142.16,2.25,6:13:00,18:13:00
9/29/16,7:20:28,Vipe Leexo,251.51,51,30.43,44,151.94,2.25,6:13:00,18:13:00
9/29/16,7:15:24,Zoomdog JumpXS,222.48,50,30.43,46,143.23,4.5,6:13:00,18:13:00
9/29/16,7:10:22,Kayveo Oloo Trupe,164.44,49,30.43,47,172.83,3.37,6:13:00,18:13:00
9/29/16,7:05:23,Digitube Viva,21.36,48,30.43,48,176.93,4.5,6:13:00,18:13:00
9/29/16,7:00:25,Livetube Agivu Wikizz,20,48,30.42,50,182.88,5.62,6:13:00,18:13:00
9/29/16,6:55:23,Jetwire Avamm Trupe,19.24,48,30.42,51,173.07,7.87,6:13:00,18:13:00
9/29/16,6:50:19,Skippad Jetwire,18.33,47,30.42,53,191.44,7.87,6:13:00,18:13:00
9/29/16,6:45:20,Cogibox Trilith Skajo,17.31,47,30.42,54,193.99,9,6:13:00,18:13:00
9/29/16,6:40:22,Kwideo Innojam,16.09,47,30.42,55,190.38,10.12,6:13:00,18:13:00
9/29/16,6:35:19,Aivee Browsetype,14.73,47,30.42,56,179.45,10.12,6:13:00,18:13:00
9/29/16,6:30:20,Bubblebox Brainbox,12.53,47,30.42,57,188.58,6.75,6:13:00,18:13:00
9/29/16,6:25:21,Digitube Viva,9.86,47,30.42,57,188.37,7.87,6:13:00,18:13:00
9/29/16,6:20:20,Eidel Talane,7.7,47,30.41,58,192.09,7.87,6:13:00,18:13:00
9/29/16,6:15:22,Gigazoom Muxo Youopia,6.17,47,30.41,61,157.11,7.87,6:13:00,18:13:00
9/29/16,6:10:23,Twimbo Wordtune,4.32,47,30.41,62,177.65,6.75,6:13:00,18:13:00
9/29/16,6:05:20,Fadeo Aivee,2.34,47,30.41,62,187.76,7.87,6:13:00,18:13:00
9/29/16,6:00:24,Dabtype Skimia Youspan,1.47,47,30.41,61,185.73,7.87,6:13:00,18:13:00
9/29/16,5:55:25,Feedmix Rhybox,1.21,47,30.41,60,184.95,9,6:13:00,18:13:00
9/29/16,5:50:21,Skipstorm Voonte Fiveclub,1.23,47,30.41,59,182.07,9,6:13:00,18:13:00
9/29/16,5:45:21,Aivee Layo Kazio,1.24,46,30.41,58,184.89,10.12,6:13:00,18:13:00
9/29/16,5:40:21,Omba Livefish Twinte,1.23,46,30.4,59,190.62,7.87,6:13:00,18:13:00
9/29/16,5:35:26,Eare Meemm,1.21,46,30.4,58,188.4,7.87,6:13:00,18:13:00
9/29/16,5:30:27,Innotype Photobug,1.21,46,30.4,58,193.81,5.62,6:13:00,18:13:00
9/29/16,5:25:22,Twitterworks Eimbee,1.22,45,30.4,56,191.32,6.75,6:13:00,18:13:00
9/29/16,5:20:24,Divape Layo,1.22,45,30.4,56,184.3,5.62,6:13:00,18:13:00
9/29/16,5:15:21,Meetz Flashpoint Avamba,1.2,45,30.4,55,174.74,4.5,6:13:00,18:13:00
9/29/16,5:10:22,Gabtune Wikizz,1.2,45,30.4,55,184.56,6.75,6:13:00,18:13:00
9/29/16,5:05:20,Geba Dabfeed Oyope,1.16,46,30.4,55,165.66,6.75,6:13:00,18:13:00
9/29/16,5:00:22,Kimia Roomm,1.15,46,30.4,53,177.23,4.5,6:13:00,18:13:00
9/29/16,4:55:25,Eimbee Riffpedia,1.18,46,30.4,51,173.92,4.5,6:13:00,18:13:00
9/29/16,4:50:25,Mynte Skilith,1.18,46,30.4,50,174.53,5.62,6:13:00,18:13:00
9/29/16,4:45:20,Agimba Zoombox,1.18,46,30.4,50,163.85,3.37,6:13:00,18:13:00
9/29/16,4:40:21,Quinu Einti Bluezoom,1.19,46,30.4,49,166.26,4.5,6:13:00,18:13:00
9/29/16,4:35:19,Kazu Vitz,1.18,46,30.39,49,176.34,3.37,6:13:00,18:13:00
9/29/16,4:30:25,Kwimbee Devpoint Agimba,1.2,46,30.39,48,170.62,5.62,6:13:00,18:13:00
9/29/16,4:25:25,Edgewire Roombo Flashpoint,1.17,46,30.39,47,176.8,3.37,6:13:00,18:13:00
9/29/16,4:20:21,Twimm Quatz Youopia,1.17,46,30.39,47,170.45,4.5,6:13:00,18:13:00
9/29/16,4:15:29,Quimm Eimbee,1.18,46,30.39,45,180.3,3.37,6:13:00,18:13:00
9/29/16,4:10:22,Pixoboo Rhynyx,1.21,46,30.39,45,187.66,6.75,6:13:00,18:13:00
9/29/16,4:05:18,Viva Cogidoo Roomm,1.17,46,30.39,45,173.01,5.62,6:13:00,18:13:00
9/29/16,4:00:20,Flipopia Brainlounge,1.18,46,30.39,45,178.75,5.62,6:13:00,18:13:00
9/29/16,3:55:20,Eadel Flashpoint,1.19,46,30.39,47,171.85,6.75,6:13:00,18:13:00
9/29/16,3:50:26,Mynte Skibox Wordtune,1.18,46,30.39,47,189.46,6.75,6:13:00,18:13:00
9/29/16,3:45:22,Agimba Youspan Youfeed,1.2,46,30.39,48,169.78,5.62,6:13:00,18:13:00
9/29/16,3:40:26,Demizz Buzzshare,1.22,46,30.39,50,183.99,6.75,6:13:00,18:13:00
9/29/16,3:35:22,Mynte Wikido,1.21,46,30.39,52,173.17,5.62,6:13:00,18:13:00
9/29/16,3:30:19,Kimia Eidel,1.22,46,30.38,55,186.34,7.87,6:13:00,18:13:00
9/29/16,3:25:23,Brightdog Topicblab Photobean,1.21,46,30.38,56,159.97,6.75,6:13:00,18:13:00
