RecordedDate,RecordedTime,RecordLocation,Radiation,Temperature,Pressure,Humidity,WindDirection,WindSpeed,TimeSunRise,TimeSunSet
9/29/16,13:50:20,talane-innoz,933.15,16.67,30.43,47,346.87,5.62,1475165580,18:13:00
9/29/16,13:45:21,mynte-brainlounge,942.73,16.67,30.43,53,359.93,5.62,1475165580,18:13:00
9/29/16,13:40:21,twitterbeat-yamia,955.74,16.67,30.43,50,9.92,4.5,1475165580,18:13:00
9/29/16,13:35:21,photofeed-zoomzone-eamia,959.47,16.67,30.43,54,19.98,9,1475165580,18:13:00
9/29/16,13:30:20,flipstorm-quimm,970.22,16.67,30.43,57,0.9,6.75,1475165580,18:13:00
9/29/16,13:25:18,trudoo-yoveo-rhycero,974.87,16.67,30.43,54,19.13,11.25,1475165580,18:13:00
9/29/16,13:20:20,wikizz-zoonoodle-voolia,985.22,16.67,30.44,53,61.93,7.87,1475165580,18:13:00
9/29/16,13:15:25,twitterlist-jabbersphere,992.19,16.67,30.43,50,63.35,10.12,1475165580,18:13:00
9/29/16,13:10:22,quinu-einti-bluezoom,997.26,16.67,30.44,56,171.18,7.87,1475165580,18:13:00
9/29/16,13:05:22,voonix-jabberstorm,1004.6,16.67,30.44,54,45.65,7.87,1475165580,18:13:00
9/29/16,13:00:19,meemm-voomm,1007.96,17.22,30.44,54,15.92,11.25,1475165580,18:13:00
9/29/16,12:55:22,skipstorm-mycat,1013.59,17.22,30.44,54,130.14,9,1475165580,18:13:00
9/29/16,12:50:20,thoughtblab-browsetype-twinder,1020.55,16.67,30.44,51,21.54,10.12,1475165580,18:13:00
9/29/16,12:45:19,livepath-rooxo,1025.63,16.67,30.44,45,70.89,15.75,1475165580,18:13:00
9/29/16,12:40:20,feedmix-livepath,1029.41,17.22,30.45,46,59.62,12.37,1475165580,18:13:00
9/29/16,12:35:20,brightdog-topicblab-photobean,1034.46,17.22,30.45,43,79.08,7.87,1475165580,18:13:00
9/29/16,12:30:19,jayo-rhycero,1033.54,17.22,30.45,43,359.46,5.62,1475165580,18:13:00
9/29/16,12:25:21,yakijo-mybuzz-midel,1039.06,17.22,30.45,40,59.89,4.5,1475165580,18:13:00
9/29/16,12:20:20,realcube-twitternation,1039.67,17.22,30.45,39,40.66,6.75,1475165580,18:13:00
9/29/16,12:15:20,divape-twitterworks,1037.76,17.78,30.46,41,20.44,14.62,1475165580,18:13:00
9/29/16,12:10:24,livepath-jayo-youtags,1039.52,17.78,30.45,41,40.4,13.5,1475165580,18:13:00
9/29/16,12:05:20,cogibox-trilith-skajo,1040.14,17.22,30.45,41,117.62,4.5,1475165580,18:13:00
9/29/16,12:00:27,blognation-ailane,1039.22,17.22,30.46,42,354.78,1.12,1475165580,18:13:00
9/29/16,11:55:20,gabtype-aimbo-oyondu,1035.99,17.22,30.46,41,35.68,4.5,1475165580,18:13:00
9/29/16,11:50:20,dabjam-tagchat-devcast,1033.49,17.22,30.46,39,350,5.62,1475165580,18:13:00
9/29/16,11:45:18,kamba-zoombeat-brainsphere,1029.15,17.22,30.46,41,14.63,9,1475165580,18:13:00
9/29/16,11:40:20,twitternation-browsedrive,1025.51,17.22,30.46,41,349.53,2.25,1475165580,18:13:00
9/29/16,11:35:19,livez-tekfly,1023.78,17.22,30.46,41,31.9,9,1475165580,18:13:00
9/29/16,11:30:22,quire-aivee,1017.57,17.22,30.47,37,339.83,3.37,1475165580,18:13:00
9/29/16,11:25:20,talane-innoz,1013.93,17.22,30.47,34,67.14,11.25,1475165580,18:13:00
9/29/16,11:20:21,flipstorm-quimm,1009.36,17.22,30.47,34,61.67,9,1475165580,18:13:00
9/29/16,11:15:22,innotype-voomm,1002.89,17.22,30.47,33,32.74,6.75,1475165580,18:13:00
9/29/16,11:11:56,tambee-dabjam-innotype,999.19,17.22,30.47,31,4.51,6.75,1475165580,18:13:00
9/29/16,11:05:22,yakitri-quinu-mynte,987.02,16.67,30.47,36,38.9,10.12,1475165580,18:13:00
9/29/16,11:00:23,zooveo-vimbo-eimbee,981.66,17.22,30.47,40,28.85,7.87,1475165580,18:13:00
9/29/16,10:55:21,wikivu-tambee,973.79,17.22,30.47,35,114.97,5.62,1475165580,18:13:00
9/29/16,10:50:22,fatz-yoveo-eimbee,964.46,17.22,30.47,37,60.94,6.75,1475165580,18:13:00
9/29/16,10:45:20,meevee-wordify,957.02,16.67,30.47,40,37.85,7.87,1475165580,18:13:00
9/29/16,10:40:22,brainbox-mudo-centimia,946.32,16.67,30.47,44,38.03,11.25,1475165580,18:13:00
9/29/16,10:35:22,realbridge-feedbug,933.08,16.67,30.47,45,37.37,11.25,1475165580,18:13:00
9/29/16,10:30:21,zazio-ailane-youfeed,926.79,16.67,30.47,43,10.44,5.62,1475165580,18:13:00
9/29/16,10:25:19,thoughtstorm-dabvine,915.84,16.67,30.47,42,5.51,11.25,1475165580,18:13:00
9/29/16,10:20:19,skipstorm-snaptags,901.65,16.67,30.47,42,24.74,9,1475165580,18:13:00
9/29/16,10:15:23,reallinks-skyba,899.53,16.11,30.47,46,37.67,7.87,1475165580,18:13:00
9/29/16,10:10:20,tanoodle-zazio-wordpedia,878.76,16.67,30.47,49,61.93,7.87,1475165580,18:13:00
9/29/16,10:05:23,twimm-quatz-youopia,867.98,16.11,30.47,44,359.93,6.75,1475165580,18:13:00
9/29/16,10:00:25,kwimbee-shuffledrive,855.89,16.67,30.47,41,26.99,7.87,1475165580,18:13:00
9/29/16,9:55:21,blogtag-trilith,841.52,16.11,30.47,42,21.37,9,1475165580,18:13:00
9/29/16,9:50:22,fivechat-eadel,830.19,16.67,30.47,38,52.73,10.12,1475165580,18:13:00
9/29/16,9:45:19,janyx-twimm-fivebridge,815.1,16.67,30.47,39,61.67,6.75,1475165580,18:13:00
9/29/16,9:40:20,fadeo-aivee,799.29,16.67,30.47,41,42.59,5.62,1475165580,18:13:00
9/29/16,9:35:25,babbleopia-midel-yodo,785.6,16.11,30.47,41,37.83,7.87,1475165580,18:13:00
9/29/16,9:30:21,realcube-twimm,768.39,16.11,30.47,45,7.14,7.87,1475165580,18:13:00
9/29/16,9:25:19,skipstorm-snaptags,754.06,16.11,30.47,44,186.9,4.5,1475165580,18:13:00
9/29/16,9:20:22,thoughtblab-browsetype-twinder,738.75,16.11,30.47,43,7.25,7.87,1475165580,18:13:00
9/29/16,9:15:23,fivechat-eadel,722.23,16.11,30.46,44,33.19,11.25,1475165580,18:13:00
9/29/16,9:10:23,skyble-trilith,706.41,16.11,30.46,44,56.91,6.75,1475165580,18:13:00
9/29/16,9:05:21,gabcube-lazzy,686.3,16.11,30.46,45,70.29,3.37,1475165580,18:13:00
9/29/16,9:00:26,voonyx-fivespan-kaymbo,669.11,15.56,30.46,49,16.18,9,1475165580,18:13:00
9/29/16,8:55:21,wikido-jaxnation,652.51,16.11,30.46,47,52.76,2.25,1475165580,18:13:00
9/29/16,8:50:23,yakijo-devbug,634.99,16.11,30.46,41,14.96,6.75,1475165580,18:13:00
9/29/16,8:45:27,quinu-oodoo,617.87,16.11,30.46,31,19.08,7.87,1475165580,18:13:00
9/29/16,8:40:21,abatz-topicware-vidoo,597.41,16.11,30.46,34,0.1,2.25,1475165580,18:13:00
9/29/16,8:35:22,quinu-yamia-shufflebeat,578.24,16.11,30.46,31,24.56,4.5,1475165580,18:13:00
9/29/16,8:30:21,realpoint-oyoloo,559.23,15.56,30.46,35,41.61,1.12,1475165580,18:13:00
9/29/16,8:25:21,dablist-mynte-buzzbean,538.41,15.56,30.46,37,31.05,3.37,1475165580,18:13:00
9/29/16,8:20:23,wikido-jaxnation,519.16,15.56,30.46,41,25.35,4.5,1475165580,18:13:00
9/29/16,8:15:21,npath-skivee-agimba,499.21,15.56,30.45,40,3.77,3.37,1475165580,18:13:00
9/29/16,8:10:19,wordify-camimbo,478.48,15.56,30.45,40,17.86,3.37,1475165580,18:13:00
9/29/16,8:05:18,youspan-brightdog,458.27,15.00,30.45,40,74.63,1.12,1475165580,18:13:00
9/29/16,8:00:24,meembee-oozz,438.05,15.00,30.45,45,64.84,2.25,1475165580,18:13:00
9/29/16,7:55:19,realbuzz-blogxs,416.28,15.56,30.44,30,53.32,5.62,1475165580,18:13:00
9/29/16,7:50:19,mynte-brainlounge,395.14,15.00,30.44,31,75.7,3.37,1475165580,18:13:00
9/29/16,7:45:20,zazio-ailane-youfeed,373.7,14.44,30.44,34,58.43,2.25,1475165580,18:13:00
9/29/16,7:40:19,voomm-topdrive-meemm,352.56,13.89,30.43,34,113.5,1.12,1475165580,18:13:00
9/29/16,7:30:21,quatz-riffpath,305.78,12.22,30.43,38,146.52,1.12,1475165580,18:13:00
9/29/16,7:25:21,twitterlist-jabbersphere,278.29,11.11,30.43,42,142.16,2.25,1475165580,18:13:00
9/29/16,7:20:28,vipe-leexo,251.51,10.56,30.43,44,151.94,2.25,1475165580,18:13:00
9/29/16,7:15:24,zoomdog-jumpxs,222.48,10.00,30.43,46,143.23,4.5,1475165580,18:13:00
9/29/16,7:10:22,kayveo-oloo-trupe,164.44,9.44,30.43,47,172.83,3.37,1475165580,18:13:00
9/29/16,7:05:23,digitube-viva,21.36,8.89,30.43,48,176.93,4.5,1475165580,18:13:00
9/29/16,7:00:25,livetube-agivu-wikizz,20,8.89,30.42,50,182.88,5.62,1475165580,18:13:00
9/29/16,6:55:23,jetwire-avamm-trupe,19.24,8.89,30.42,51,173.07,7.87,1475165580,18:13:00
9/29/16,6:50:19,skippad-jetwire,18.33,8.33,30.42,53,191.44,7.87,1475165580,18:13:00
9/29/16,6:45:20,cogibox-trilith-skajo,17.31,8.33,30.42,54,193.99,9,1475165580,18:13:00
9/29/16,6:40:22,kwideo-innojam,16.09,8.33,30.42,55,190.38,10.12,1475165580,18:13:00
9/29/16,6:35:19,aivee-browsetype,14.73,8.33,30.42,56,179.45,10.12,1475165580,18:13:00
9/29/16,6:30:20,bubblebox-brainbox,12.53,8.33,30.42,57,188.58,6.75,1475165580,18:13:00
9/29/16,6:25:21,digitube-viva,9.86,8.33,30.42,57,188.37,7.87,1475165580,18:13:00
9/29/16,6:20:20,eidel-talane,7.7,8.33,30.41,58,192.09,7.87,1475165580,18:13:00
9/29/16,6:15:22,gigazoom-muxo-youopia,6.17,8.33,30.41,61,157.11,7.87,1475165580,18:13:00
9/29/16,6:10:23,twimbo-wordtune,4.32,8.33,30.41,62,177.65,6.75,1475165580,18:13:00
9/29/16,6:05:20,fadeo-aivee,2.34,8.33,30.41,62,187.76,7.87,1475165580,18:13:00
9/29/16,6:00:24,dabtype-skimia-youspan,1.47,8.33,30.41,61,185.73,7.87,1475165580,18:13:00
9/29/16,5:55:25,feedmix-rhybox,1.21,8.33,30.41,60,184.95,9,1475165580,18:13:00
9/29/16,5:50:21,skipstorm-voonte-fiveclub,1.23,8.33,30.41,59,182.07,9,1475165580,18:13:00
9/29/16,5:45:21,aivee-layo-kazio,1.24,7.78,30.41,58,184.89,10.12,1475165580,18:13:00
9/29/16,5:40:21,omba-livefish-twinte,1.23,7.78,30.4,59,190.62,7.87,1475165580,18:13:00
9/29/16,5:35:26,eare-meemm,1.21,7.78,30.4,58,188.4,7.87,1475165580,18:13:00
9/29/16,5:30:27,innotype-photobug,1.21,7.78,30.4,58,193.81,5.62,1475165580,18:13:00
9/29/16,5:25:22,twitterworks-eimbee,1.22,7.22,30.4,56,191.32,6.75,1475165580,18:13:00
9/29/16,5:20:24,divape-layo,1.22,7.22,30.4,56,184.3,5.62,1475165580,18:13:00
9/29/16,5:15:21,meetz-flashpoint-avamba,1.2,7.22,30.4,55,174.74,4.5,1475165580,18:13:00
9/29/16,5:10:22,gabtune-wikizz,1.2,7.22,30.4,55,184.56,6.75,1475165580,18:13:00
9/29/16,5:05:20,geba-dabfeed-oyope,1.16,7.78,30.4,55,165.66,6.75,1475165580,18:13:00
9/29/16,5:00:22,kimia-roomm,1.15,7.78,30.4,53,177.23,4.5,1475165580,18:13:00
9/29/16,4:55:25,eimbee-riffpedia,1.18,7.78,30.4,51,173.92,4.5,1475165580,18:13:00
9/29/16,4:50:25,mynte-skilith,1.18,7.78,30.4,50,174.53,5.62,1475165580,18:13:00
9/29/16,4:45:20,agimba-zoombox,1.18,7.78,30.4,50,163.85,3.37,1475165580,18:13:00
9/29/16,4:40:21,quinu-einti-bluezoom,1.19,7.78,30.4,49,166.26,4.5,1475165580,18:13:00
9/29/16,4:35:19,kazu-vitz,1.18,7.78,30.39,49,176.34,3.37,1475165580,18:13:00
9/29/16,4:30:25,kwimbee-devpoint-agimba,1.2,7.78,30.39,48,170.62,5.62,1475165580,18:13:00
9/29/16,4:25:25,edgewire-roombo-flashpoint,1.17,7.78,30.39,47,176.8,3.37,1475165580,18:13:00
9/29/16,4:20:21,twimm-quatz-youopia,1.17,7.78,30.39,47,170.45,4.5,1475165580,18:13:00
9/29/16,4:15:29,quimm-eimbee,1.18,7.78,30.39,45,180.3,3.37,1475165580,18:13:00
9/29/16,4:10:22,pixoboo-rhynyx,1.21,7.78,30.39,45,187.66,6.75,1475165580,18:13:00
9/29/16,4:05:18,viva-cogidoo-roomm,1.17,7.78,30.39,45,173.01,5.62,1475165580,18:13:00
9/29/16,4:00:20,flipopia-brainlounge,1.18,7.78,30.39,45,178.75,5.62,1475165580,18:13:00
9/29/16,3:55:20,eadel-flashpoint,1.19,7.78,30.39,47,171.85,6.75,1475165580,18:13:00
9/29/16,3:50:26,mynte-skibox-wordtune,1.18,7.78,30.39,47,189.46,6.75,1475165580,18:13:00
9/29/16,3:45:22,agimba-youspan-youfeed,1.2,7.78,30.39,48,169.78,5.62,1475165580,18:13:00
9/29/16,3:40:26,demizz-buzzshare,1.22,7.78,30.39,50,183.99,6.75,1475165580,18:13:00
9/29/16,3:35:22,mynte-wikido,1.21,7.78,30.39,52,173.17,5.62,1475165580,18:13:00
9/29/16,3:30:19,kimia-eidel,1.22,7.78,30.38,55,186.34,7.87,1475165580,18:13:00
9/29/16,3:25:23,brightdog-topicblab-photobean,1.21,7.78,30.38,56,159.97,6.75,1475165580,18:13:00
9/29/16,3:20:23,kazu-innotype,1.18,8.33,30.38,57,170.61,4.5,1475165580,18:13:00
